-4.48E-01,-26.5
-4.48E-01,-20.5
-4.48E-01,-17.5
-4.48E-01,-12.5
-4.48E-01,-7.5
-4.48E-01,-3.5
-4.48E-01,0.5
-4.48E-01,4.5
-4.48E-01,9.5
-4.48E-01,14.5
-4.47E-01,18.5
-4.47E-01,21.5
-4.47E-01,23.5
-4.47E-01,28.5
-4.47E-01,32.5
-4.47E-01,35.5
-4.47E-01,38.5
-4.47E-01,39.5
-4.47E-01,43.5
-4.47E-01,45.5
-4.46E-01,46.5
-4.46E-01,49.5
-4.46E-01,49.5
-4.46E-01,51.5
-4.46E-01,53.5
-4.46E-01,53.5
-4.46E-01,54.5
-4.46E-01,55.5
-4.46E-01,55.5
-4.46E-01,56.5
-4.45E-01,55.5
-4.45E-01,54.5
-4.45E-01,53.5
-4.45E-01,52.5
-4.45E-01,52.5
-4.45E-01,50.5
-4.45E-01,47.5
-4.45E-01,46.5
-4.45E-01,44.5
-4.45E-01,42.5
-4.44E-01,38.5
-4.44E-01,37.5
-4.44E-01,34.5
-4.44E-01,31.5
-4.44E-01,29.5
-4.44E-01,25.5
-4.44E-01,21.5
-4.44E-01,18.5
-4.44E-01,15.5
-4.44E-01,11.5
-4.43E-01,6.5
-4.43E-01,3.5
-4.43E-01,-0.5
-4.43E-01,-1.5
-4.43E-01,-1.5
-4.43E-01,-1.5
-4.43E-01,-1.5
-4.43E-01,-1.5
-4.43E-01,-0.5
-4.43E-01,-1.5
-4.42E-01,-0.5
-4.42E-01,-1.5
-4.42E-01,-1.5
-4.42E-01,-2.5
-4.42E-01,-1.5
-4.42E-01,-0.5
-4.42E-01,-1.5
-4.42E-01,-0.5
-4.42E-01,-1.5
-4.42E-01,-0.5
-4.41E-01,-1.5
-4.41E-01,-0.5
-4.41E-01,-1.5
-4.41E-01,-0.5
-4.41E-01,-1.5
-4.41E-01,-0.5
-4.41E-01,-1.5
-4.41E-01,-1.5
-4.41E-01,-1.5
-4.41E-01,-2.5
-4.40E-01,-0.5
-4.40E-01,-0.5
-4.40E-01,-1.5
-4.40E-01,-1.5
-4.40E-01,-0.5
-4.40E-01,-0.5
-4.40E-01,-1.5
-4.40E-01,-1.5
-4.40E-01,-1.5
-4.40E-01,-1.5
-4.39E-01,-2.5
-4.39E-01,-0.5
-4.39E-01,-1.5
-4.39E-01,-1.5
-4.39E-01,-0.5
-4.39E-01,-2.5
-4.39E-01,-1.5
-4.39E-01,-1.5
-4.39E-01,-0.5
-4.39E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-2.5
-4.38E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-1.5
-4.38E-01,-0.5
-4.38E-01,-0.5
-4.37E-01,-2.5
-4.37E-01,-1.5
-4.37E-01,-2.5
-4.37E-01,-2.5
-4.37E-01,-1.5
-4.37E-01,-2.5
-4.37E-01,-3.5
-4.37E-01,-0.5
-4.37E-01,-0.5
-4.37E-01,-1.5
-4.36E-01,-2.5
-4.36E-01,-1.5
-4.36E-01,-0.5
-4.36E-01,-0.5
-4.36E-01,-1.5
-4.36E-01,-1.5
-4.36E-01,-1.5
-4.36E-01,-1.5
-4.36E-01,-1.5
-4.36E-01,-1.5
-4.35E-01,-0.5
-4.35E-01,-1.5
-4.35E-01,-1.5
-4.35E-01,-0.5
-4.35E-01,-1.5
-4.35E-01,-0.5
-4.35E-01,-2.5
-4.35E-01,-1.5
-4.35E-01,-1.5
-4.35E-01,-1.5
-4.34E-01,-2.5
-4.34E-01,-1.5
-4.34E-01,-1.5
-4.34E-01,-1.5
-4.34E-01,-1.5
-4.34E-01,-1.5
-4.34E-01,-2.5
-4.34E-01,-0.5
-4.34E-01,-1.5
-4.34E-01,-1.5
-4.33E-01,-0.5
-4.33E-01,-1.5
-4.33E-01,-1.5
-4.33E-01,-0.5
-4.33E-01,-0.5
-4.33E-01,-2.5
-4.33E-01,-0.5
-4.33E-01,-0.5
-4.33E-01,-2.5
-4.33E-01,-1.5
-4.32E-01,-1.5
-4.32E-01,-0.5
-4.32E-01,-1.5
-4.32E-01,-1.5
-4.32E-01,-1.5
-4.32E-01,-0.5
-4.32E-01,-2.5
-4.32E-01,-2.5
-4.32E-01,-2.5
-4.32E-01,-4.5
-4.31E-01,-11.5
-4.31E-01,-16.5
-4.31E-01,-21.5
-4.31E-01,-28.5
-4.31E-01,-33.5
-4.31E-01,-38.5
-4.31E-01,-45.5
-4.31E-01,-49.5
-4.31E-01,-54.5
-4.31E-01,-60.5
-4.30E-01,-64.5
-4.30E-01,-68.5
-4.30E-01,-72.5
-4.30E-01,-78.5
-4.30E-01,-80.5
-4.30E-01,-83.5
-4.30E-01,-88.5
-4.30E-01,-89.5
-4.30E-01,-93.5
-4.30E-01,-95.5
-4.29E-01,-98.5
-4.29E-01,-100.5
-4.29E-01,-100.5
-4.29E-01,-102.5
-4.29E-01,-104.5
-4.29E-01,-105.5
-4.29E-01,-105.5
-4.29E-01,-106.5
-4.29E-01,-104.5
-4.29E-01,-104.5
-4.28E-01,-105.5
-4.28E-01,-103.5
-4.28E-01,-101.5
-4.28E-01,-99.5
-4.28E-01,-98.5
-4.28E-01,-96.5
-4.28E-01,-94.5
-4.28E-01,-92.5
-4.28E-01,-89.5
-4.28E-01,-85.5
-4.27E-01,-82.5
-4.27E-01,-78.5
-4.27E-01,-75.5
-4.27E-01,-72.5
-4.27E-01,-67.5
-4.27E-01,-64.5
-4.27E-01,-59.5
-4.27E-01,-54.5
-4.27E-01,-50.5
-4.27E-01,-45.5
-4.26E-01,-40.5
-4.26E-01,-34.5
-4.26E-01,-31.5
-4.26E-01,-26.5
-4.26E-01,-22.5
-4.26E-01,-17.5
-4.26E-01,-13.5
-4.26E-01,-8.5
-4.26E-01,-4.5
-4.26E-01,0.5
-4.25E-01,4.5
-4.25E-01,9.5
-4.25E-01,11.5
-4.25E-01,15.5
-4.25E-01,19.5
-4.25E-01,23.5
-4.25E-01,26.5
-4.25E-01,29.5
-4.25E-01,33.5
-4.25E-01,36.5
-4.24E-01,39.5
-4.24E-01,40.5
-4.24E-01,43.5
-4.24E-01,45.5
-4.24E-01,48.5
-4.24E-01,48.5
-4.24E-01,49.5
-4.24E-01,50.5
-4.24E-01,52.5
-4.24E-01,52.5
-4.23E-01,53.5
-4.23E-01,52.5
-4.23E-01,54.5
-4.23E-01,53.5
-4.23E-01,53.5
-4.23E-01,53.5
-4.23E-01,51.5
-4.23E-01,50.5
-4.23E-01,48.5
-4.23E-01,48.5
-4.22E-01,45.5
-4.22E-01,44.5
-4.22E-01,41.5
-4.22E-01,40.5
-4.22E-01,37.5
-4.22E-01,34.5
-4.22E-01,30.5
-4.22E-01,28.5
-4.22E-01,25.5
-4.22E-01,21.5
-4.21E-01,18.5
-4.21E-01,15.5
-4.21E-01,11.5
-4.21E-01,7.5
-4.21E-01,4.5
-4.21E-01,-0.5
-4.21E-01,-3.5
-4.21E-01,-1.5
-4.21E-01,-1.5
-4.21E-01,-0.5
-4.20E-01,-3.5
-4.20E-01,-1.5
-4.20E-01,-1.5
-4.20E-01,-0.5
-4.20E-01,-0.5
-4.20E-01,-1.5
-4.20E-01,-1.5
-4.20E-01,-0.5
-4.20E-01,-1.5
-4.20E-01,-0.5
-4.19E-01,-1.5
-4.19E-01,-1.5
-4.19E-01,-1.5
-4.19E-01,-2.5
-4.19E-01,-0.5
-4.19E-01,-1.5
-4.19E-01,-0.5
-4.19E-01,-0.5
-4.19E-01,-1.5
-4.19E-01,-1.5
-4.18E-01,-1.5
-4.18E-01,-0.5
-4.18E-01,-1.5
-4.18E-01,-1.5
-4.18E-01,-0.5
-4.18E-01,-1.5
-4.18E-01,-2.5
-4.18E-01,-0.5
-4.18E-01,-2.5
-4.18E-01,-1.5
-4.17E-01,-1.5
-4.17E-01,-0.5
-4.17E-01,-1.5
-4.17E-01,-1.5
-4.17E-01,-1.5
-4.17E-01,-0.5
-4.17E-01,-1.5
-4.17E-01,-1.5
-4.17E-01,-3.5
-4.17E-01,-1.5
-4.16E-01,-1.5
-4.16E-01,-0.5
-4.16E-01,-1.5
-4.16E-01,-0.5
-4.16E-01,-1.5
-4.16E-01,-1.5
-4.16E-01,-1.5
-4.16E-01,-1.5
-4.16E-01,-0.5
-4.16E-01,-0.5
-4.15E-01,-0.5
-4.15E-01,-1.5
-4.15E-01,-0.5
-4.15E-01,-2.5
-4.15E-01,-1.5
-4.15E-01,-0.5
-4.15E-01,-1.5
-4.15E-01,-1.5
-4.15E-01,-1.5
-4.15E-01,-5.5
-4.14E-01,-10.5
-4.14E-01,-15.5
-4.14E-01,-20.5
-4.14E-01,-24.5
-4.14E-01,-30.5
-4.14E-01,-35.5
-4.14E-01,-40.5
-4.14E-01,-45.5
-4.14E-01,-49.5
-4.14E-01,-54.5
-4.13E-01,-59.5
-4.13E-01,-62.5
-4.13E-01,-67.5
-4.13E-01,-71.5
-4.13E-01,-74.5
-4.13E-01,-79.5
-4.13E-01,-80.5
-4.13E-01,-83.5
-4.13E-01,-85.5
-4.13E-01,-88.5
-4.12E-01,-90.5
-4.12E-01,-92.5
-4.12E-01,-94.5
-4.12E-01,-97.5
-4.12E-01,-96.5
-4.12E-01,-97.5
-4.12E-01,-97.5
-4.12E-01,-98.5
-4.12E-01,-99.5
-4.12E-01,-98.5
-4.11E-01,-97.5
-4.11E-01,-96.5
-4.11E-01,-96.5
-4.11E-01,-95.5
-4.11E-01,-93.5
-4.11E-01,-91.5
-4.11E-01,-89.5
-4.11E-01,-86.5
-4.11E-01,-84.5
-4.11E-01,-81.5
-4.10E-01,-80.5
-4.10E-01,-76.5
-4.10E-01,-72.5
-4.10E-01,-68.5
-4.10E-01,-64.5
-4.10E-01,-61.5
-4.10E-01,-56.5
-4.10E-01,-53.5
-4.10E-01,-48.5
-4.10E-01,-44.5
-4.09E-01,-40.5
-4.09E-01,-36.5
-4.09E-01,-31.5
-4.09E-01,-27.5
-4.09E-01,-22.5
-4.09E-01,-19.5
-4.09E-01,-14.5
-4.09E-01,-9.5
-4.09E-01,-7.5
-4.09E-01,-3.5
-4.08E-01,1.5
-4.08E-01,5.5
-4.08E-01,8.5
-4.08E-01,12.5
-4.08E-01,15.5
-4.08E-01,19.5
-4.08E-01,23.5
-4.08E-01,25.5
-4.08E-01,28.5
-4.08E-01,31.5
-4.07E-01,34.5
-4.07E-01,37.5
-4.07E-01,40.5
-4.07E-01,41.5
-4.07E-01,42.5
-4.07E-01,44.5
-4.07E-01,45.5
-4.07E-01,46.5
-4.07E-01,47.5
-4.07E-01,49.5
-4.06E-01,49.5
-4.06E-01,49.5
-4.06E-01,49.5
-4.06E-01,49.5
-4.06E-01,49.5
-4.06E-01,48.5
-4.06E-01,46.5
-4.06E-01,46.5
-4.06E-01,45.5
-4.06E-01,44.5
-4.05E-01,43.5
-4.05E-01,42.5
-4.05E-01,39.5
-4.05E-01,37.5
-4.05E-01,34.5
-4.05E-01,32.5
-4.05E-01,29.5
-4.05E-01,26.5
-4.05E-01,23.5
-4.05E-01,21.5
-4.04E-01,16.5
-4.04E-01,14.5
-4.04E-01,10.5
-4.04E-01,7.5
-4.04E-01,4.5
-4.04E-01,0.5
-4.04E-01,-3.5
-4.04E-01,-1.5
-4.04E-01,-1.5
-4.04E-01,-0.5
-4.03E-01,-1.5
-4.03E-01,-1.5
-4.03E-01,-1.5
-4.03E-01,-1.5
-4.03E-01,-1.5
